INSTNM,ZIP,LATITUDE,LONGITUDE,SATVR75
National American University-Sioux Falls,57108-4293,43.4884,-96.71729,NULL
Sioux Falls Seminary,57105,43.53236,-96.742135,NULL
Northern State University,57401-7198,45.452555,-98.4837,540
Oglala Lakota College,57752-0490,43.366813,-102.240331,NULL
Presentation College,57401-1280,45.482833,-98.49077,490
Avera Sacred Heart Hospital,57078-3899,42.872359,-97.407865,NULL
South Dakota School of Mines and Technology,57701-3995,44.075439,-103.205753,610
South Dakota State University,57007-1898,44.31942,-96.783415,560
Sinte Gleska University,57555-0105,43.298878,-100.622549,NULL
University of Sioux Falls,57105-1699,43.531574,-96.738229,550
Sanford Medical Center,57117-5039,43.536408,-96.743144,NULL
Sisseton Wahpeton College,57262,45.562731,-97.060835,NULL
Southeast Technical Institute,57107-1301,43.570446,-96.780241,NULL
Stewart School,57104,43.555418,-96.746095,NULL
University of South Dakota,57069-2390,42.784558,-96.924664,440
Western Dakota Technical Institute,57703-4018,44.076648,-103.179501,NULL
American Baptist College,37207-9980,36.201155,-86.789301,NULL
Aquinas College,37205,36.132187,-86.844214,700
Arnolds Beauty School,38358,35.917765,-88.758926,NULL
Tennessee College of Applied Technology-Athens,37371-0848,35.443807,-84.630515,NULL
Austin Peay State University,37044,36.533319,-87.354081,540
Baptist Memorial College of Health Sciences,38104,35.138415,-90.027501,NULL
Belmont University,37212-3757,36.133866,-86.794715,630
Bethel University,38201,36.139271,-88.516162,NULL
Bryan College-Dayton,37321,35.495721,-85.016596,600
Carson-Newman University,37760,36.122224,-83.492183,570
Chattanooga State Community College,37406-1097,35.100202,-85.237389,NULL
Christian Brothers University,38104,35.127437,-89.983241,NULL
Pentecostal Theological Seminary,37320-3330,35.162528,-84.868326,NULL
Cleveland State Community College,37312,35.20078,-84.87914,NULL
Columbia State Community College,38401,35.616757,-87.101917,NULL
Concorde Career College-Memphis,38137-0132,35.112191,-89.892093,NULL
Tennessee College of Applied Technology-Covington,38019,35.545225,-89.659976,NULL
Cumberland University,37087,36.204243,-86.29966,530
Lipscomb University,37204-3951,36.10469,-86.799304,640
Tennessee College of Applied Technology-Dickson,37055,36.050549,-87.366455,NULL
Daymar Institute-Nashville,37214,36.14609,-86.672121,NULL
Dyersburg State Community College,38024-2411,36.047195,-89.390661,NULL
East Tennessee State University,37614,36.304077,-82.366734,600
Chattanooga College Medical Dental and Technical Careers,37415,35.131574,-85.238073,NULL
Tennessee College of Applied Technology-Elizabethton,37643,36.366083,-82.178011,NULL
Emmanuel Christian Seminary,37601-9989,36.3019,-82.29847,NULL
Fayetteville College of Cosmetology Arts and Sciences,37334-0135,35.152662,-86.572164,NULL
Fisk University,37208-4501,36.16912,-86.805671,550
Welch College,37205-0117,36.134633,-86.826158,NULL
Freed-Hardeman University,38340-2399,35.440073,-88.639418,610
Tennessee College of Applied Technology-Harriman,37748-5849,35.962651,-84.526348,NULL
Tennessee College of Applied Technology-Hartsville,37074-2028,36.387191,-86.14366,NULL
Hiwassee College,37354-4001,35.557691,-84.364631,315
Tennessee College of Applied Technology-Hohenwald,38462-2201,35.548945,-87.57487,NULL
Tennessee College of Applied Technology-Jacksboro,37757,36.317415,-84.208987,NULL
Jackson State Community College,38301-3797,35.645629,-88.782102,NULL
John A Gupton College,37203-2954,36.156603,-86.7948,NULL
Johnson University,37998,35.937152,-83.750336,590
Paul Mitchell the School-Nashville,37013,36.037941,-86.641026,NULL
King University,37620-2699,36.585899,-82.156532,550
South College,37909-0000,35.96163,-83.974783,NULL
Knoxville Institute of Hair Design,37917-6312,35.982106,-83.929901,NULL
Lane College,38301-4598,35.628197,-88.806832,450
Le Moyne-Owen College,38126-6595,35.118641,-90.034101,410
Lee University,37311,35.166166,-84.870018,590
Lincoln Memorial University,37752-9900,36.581284,-83.658818,500
Tennessee College of Applied Technology-Livingston,38570,36.395721,-85.318466,NULL
Martin Methodist College,38478-2799,35.200662,-87.035085,NULL
Maryville College,37804-5907,35.751969,-83.963853,550
Tennessee College of Applied Technology-McKenzie,38201,36.119716,-88.521218,NULL
Genesis Career College-Cookeville,38501-1907,36.176484,-85.485574,NULL
Meharry Medical College,37208,36.166708,-86.807315,NULL
Memphis College of Art,38104-2764,35.145874,-89.993707,530
Tennessee College of Applied Technology-Memphis,38105-3604,35.149683,-90.03881,NULL
University of Memphis,38152,35.118874,-89.938062,570
Memphis Theological Seminary,38104-4395,35.13311,-89.982653,NULL
Middle Tennessee State University,37132,35.849139,-86.362094,600
Middle Tennessee School of Anesthesia Inc,37115,36.252997,-86.683396,NULL
Milligan College,37682,36.30036,-82.29499,590
Tennessee College of Applied Technology-Morristown,37813-2094,36.205155,-83.299259,NULL
Motlow College,37388,35.365519,-86.299406,NULL
Tennessee College of Applied Technology-Murfreesboro,37129-3311,35.847576,-86.448159,NULL
Lincoln College of Technology-Nashville,37206,36.195405,-86.745662,NULL
Nashville College of Medical Careers,37115-2120,36.29172,-86.706296,NULL
Nashville State Community College,37209-4515,36.135453,-86.856723,NULL
Tennessee College of Applied Technology-Newbern,38059,36.119958,-89.25718,NULL
O'More College of Design,37064,35.920971,-86.868053,NULL
Tennessee College of Applied Technology-Paris,38242,36.296408,-88.296432,NULL
Plaza Beauty School,38117-4822,35.112105,-89.90545,NULL
Tennessee College of Applied Technology-Pulaski,38478-0614,35.191008,-87.007923,NULL
Rhodes College,38112-1690,35.154424,-89.989187,690
Tennessee College of Applied Technology-Ripley,38063,35.745964,-89.555734,NULL
Roane State Community College,37748,35.881291,-84.620766,NULL
Tennessee College of Applied Technology-Crump,38327,35.221452,-88.319153,NULL
Southwest Tennessee Community College,38103,35.137577,-90.036543,NULL
Tennessee College of Applied Technology-Shelbyville,37160-3629,35.491199,-86.41729,NULL
Sewanee-The University of the South,37383-1000,35.20443,-85.917772,NULL
Tennessee College of Applied Technology-Oneida-Huntsville,37756-4149,36.408479,-84.53037,NULL
Tennessee College of Applied Technology-Crossville,38555,35.946609,-85.039137,NULL
Tennessee College of Applied Technology-McMinnville,37110,35.699836,-85.742809,NULL
Tennessee College of Applied Technology-Jackson,38301,35.611586,-88.91249,NULL
Tennessee College of Applied Technology-Knoxville,37919,35.957,-83.964151,NULL
Tennessee College of Applied Technology-Whiteville,38075-0489,35.352932,-89.123885,NULL
Pellissippi State Community College,37933-0990,35.948303,-84.166504,NULL
Southern Adventist University,37315-0370,35.049136,-85.050878,NULL
Southern College of Optometry,38104-2211,35.138252,-90.019856,NULL
Tennessee Wesleyan College,37303,35.444939,-84.592647,510
The University of Tennessee-Chattanooga,37403-2598,35.048247,-85.299812,600
The University of Tennessee-Knoxville,37996,35.955093,-83.929696,630
The University of Tennessee-Martin,38238-0002,36.340338,-88.864211,NULL
Fountainhead College of Technology,37932,35.91684,-84.128271,NULL
Tennessee School of Beauty of Knoxville Inc,37921,35.975487,-83.99584,NULL
Tennessee State University,37209-1561,36.16899,-86.82937,NULL
Tennessee Technological University,38505-0001,36.174659,-85.503957,620
Tennessee Temple University,27101,35.032456,-85.27742,500
Trevecca Nazarene University,37210,36.142115,-86.753566,590
Northeast State Community College,37617-0246,36.48558,-82.408626,NULL
Tusculum College,37743,36.172558,-82.761716,500
Union University,38305-3697,35.676896,-88.858524,660
New Concepts School of Cosmetology,37311,35.15361,-84.895259,NULL
Vanderbilt University,37240,36.14443,-86.804875,780
Volunteer Beauty Academy-Dyersburg,38024-1604,36.03922,-89.411321,NULL
Volunteer State Community College,37066-3188,36.363603,-86.497317,NULL
Walters State Community College,37813-6899,36.213904,-83.262191,NULL
West Tennessee Business College,38301,35.635873,-88.848918,NULL
William Moore College of Technology,38104-7240,35.144863,-90.020169,NULL
Abilene Christian University,79699,32.46915,-99.70954,590
Alvin Community College,77511-4898,29.396581,-95.241078,NULL
Amarillo College,79109,35.18841,-101.847104,NULL
Angelina College,75902-1768,31.28736,-94.73163,NULL
Angelo State University,76909,31.44145,-100.466495,530
Arlington Baptist College,76012-3425,32.739543,-97.155661,NULL
Arlington Career Institute,75050,32.77244,-97.052772,NULL
The Art Institute of Houston,77027-9625,29.730409,-95.445776,NULL
Austin College,75090-4400,33.646307,-96.598772,670
Austin Community College District,78752,30.333508,-97.68172,NULL
Austin Presbyterian Theological Seminary,78705-5711,30.292635,-97.737752,NULL
Baldwin Beauty School-South Austin,78704-4785,30.241667,-97.783069,NULL
Baptist Health System School of Health Professions,78229,29.517296,-98.568633,NULL
Baptist Missionary Association Theological Seminary,75766-5407,31.976958,-95.252385,NULL
Baylor College of Medicine,77030-3498,29.7106,-95.395743,NULL
Baylor University,76798,31.545956,-97.119359,660
Coastal Bend College,78102,28.435756,-97.75632,NULL
Blinn College,77833-4098,30.159713,-96.409677,NULL
Remington College-Dallas Campus,75041,32.8606,-96.654112,NULL
Vet Tech Institute of Houston,77027,29.728667,-95.454505,NULL
Brazosport College,77566-3199,29.04836,-95.409004,NULL
Brookhaven College,75244-4997,32.928237,-96.85016,NULL
Cedar Valley College,75134-3799,32.625686,-96.763421,NULL
Central Texas College,76549-4199,31.119054,-97.809704,NULL
Charles and Sues School of Hair Design,77802,30.652585,-96.340188,NULL
Cisco College,76437,32.401694,-98.985681,NULL
Clarendon College,79226,34.945076,-100.904577,NULL
Concordia University-Texas,78726,30.420952,-97.836247,560
Conlee's College of Cosmetology,78028-4312,30.054852,-99.150036,NULL
North Central Texas College,76240-4699,33.618269,-97.165273,NULL
Texas A & M University-Corpus Christi,78412-5503,27.718601,-97.331933,530
Cosmetology Career Center LLC,75006,32.973328,-96.843526,NULL
Court Reporting Institute of Dallas,75247,32.822222,-96.86576,NULL
Dallas Baptist University,75211-9299,32.710017,-96.947006,649
Dallas Christian College,75234-7299,32.913698,-96.887124,556
Dallas Institute of Funeral Service,75227-4314,32.771374,-96.683412,NULL
Dallas Theological Seminary,75204,32.7943,-96.779957,NULL
University of Dallas,75062-4736,32.846202,-96.921573,680
Del Mar College,78404-3897,27.763623,-97.407627,NULL
Career Point College,78201,29.49252,-98.551321,NULL
East Texas Baptist University,75670-1498,32.554545,-94.374337,510
Texas A & M University-Texarkana,75503,33.49561,-94.10398,470
Texas A & M University-Commerce,75429-3011,33.243814,-95.906913,520
Eastfield College,75150-2099,32.815679,-96.65947,NULL
El Centro College,75202-3604,32.779817,-96.805361,NULL
El Paso Community College,79925,31.77234,-106.371671,NULL
Western Technical College,79924,31.877799,-106.425891,NULL
Western Technical College,79927,31.675953,-106.319269,NULL
Exposito School of Hair Design,79109-3208,35.183652,-101.88126,NULL
South University-The Art Institute of Dallas,75231-5993,32.871014,-96.76783,NULL
Fort Worth Beauty School,76116,32.72171,-97.446494,NULL
Frank Phillips College,79008-5118,35.655151,-101.405653,NULL
Galveston College,77550-7496,29.284212,-94.80854,NULL
Grayson College,75020-8299,33.706482,-96.633557,NULL
Hallmark University,78230-1736,29.538447,-98.568626,NULL
Hardin-Simmons University,79698-0001,32.476786,-99.733815,565
Trinity Valley Community College,75751,32.195686,-95.858058,NULL
Hill College,76645,32.012892,-97.086255,NULL
Houston Baptist University,77074-3298,29.694414,-95.515978,580
University of Houston-Clear Lake,77058-1002,29.582523,-95.098129,580
Houston Community College,77002,29.737303,-95.376524,NULL
University of Houston-Downtown,77002-1014,29.763831,-95.35953,470
University of Houston-Victoria,77901,28.816438,-96.978193,NULL
University of Houston,77204-2018,29.719988,-95.344851,610
Howard College,79720,32.252298,-101.450113,NULL
Howard Payne University,76801-2794,31.716345,-98.984956,530
Huston-Tillotson University,78702-2795,30.264672,-97.721698,450
University of the Incarnate Word,78209,29.468052,-98.467709,530
International Business College-El Paso,79912-5538,31.81416,-106.538152,NULL
International Business College-El Paso,79907,31.716267,-106.308612,NULL
ITT Technical Institute-Arlington,76011,32.760196,-97.106932,NULL
ITT Technical Institute-Houston West,77063-3751,29.734106,-95.539917,NULL
Jacksonville College-Main Campus,75766-4759,31.966072,-95.281249,NULL
Jarvis Christian College,75765-1470,32.588249,-95.17773,NULL
KD Conservatory College of Film and Dramatic Arts,75207,32.808104,-96.840687,NULL
Kilgore College,75662-3299,32.378214,-94.870073,NULL
Lamar University,77705,30.044274,-94.073389,530
Lamar State College-Orange,77630,30.091561,-93.732127,NULL
Lamar State College-Port Arthur,77640,29.880903,-93.925514,NULL
Laredo Beauty College Inc,78040,27.523778,-99.475786,NULL
Laredo Community College,78040-4395,27.506477,-99.520772,NULL
Texas A & M International University,78041-1900,27.573504,-99.435225,490
Lee College,77520,29.731654,-94.976724,NULL
LeTourneau University,75602,32.467658,-94.72726,660
Lincoln College of Technology-Grand Prairie,75052,32.701684,-97.056391,NULL
Lubbock Hair Academy,79410,33.563391,-101.876609,NULL
Lubbock Christian University,79407-2099,33.576273,-101.934816,558
College of the Mainland,77591-2499,29.395514,-94.999739,NULL
University of Mary Hardin-Baylor,76513-2599,31.066798,-97.463479,570
McLennan Community College,76708,31.590003,-97.17287,NULL
McMurry University,79697,32.429551,-99.750277,510
Covenant School of Nursing and Allied Health,79407,33.575704,-101.947099,NULL
Metroplex Beauty School,75149-3405,32.771826,-96.599222,NULL
Midland College,79705,32.028578,-102.10539,NULL
Midwestern State University,76308-2099,33.877143,-98.51774,550
Mims Classic Beauty College,78216-8216,29.494868,-98.507836,NULL
Wade College,75207,32.80086,-96.819524,NULL
Southern Careers Institute-Austin,78704,30.239114,-97.751369,NULL
Mountain View College,75211-6599,32.726573,-96.903798,NULL
Everest Institute-San Antonio,78213,29.488572,-98.540709,NULL
Tint School of Makeup and Cosmetology-Irving,75061-4235,32.829662,-96.98076,NULL
Navarro College,75110,32.076066,-96.498738,NULL
Neilson Beauty College,75208,32.742919,-96.829149,NULL
Lone Star College System,77381-4399,30.188408,-95.490077,NULL
North Lake College,75038-3899,32.871878,-96.967106,NULL
University of North Texas,76203-1277,33.210958,-97.151211,600
Northeast Texas Community College,75455,33.104937,-94.881862,NULL
Northwood University-Texas,75104-1204,32.607123,-96.967103,NULL
Oblate School of Theology,78216-6693,29.505488,-98.503348,NULL
Ocean Corporation,77099,29.665485,-95.570272,NULL
Odessa College,79764,31.866295,-102.381919,NULL
Ogle School Hair Skin Nails-Arlington,76013,32.721297,-97.140672,NULL
Ogle School Hair Skin Nails-Ft Worth,76132-3638,32.673847,-97.380376,NULL
Our Lady of the Lake University,78207-4689,29.425611,-98.54395,510
The University of Texas Rio Grande Valley,78539-2999,26.306629,-98.172112,520
The University of Texas at Brownsville,78520,25.893584,-97.486644,NULL
Panola College,75633-2397,32.15625,-94.356258,NULL
Paris Junior College,75460,33.651072,-95.529301,NULL
Paul Quinn College,75241,32.677195,-96.755864,590
Prairie View A & M University,77446,30.094591,-95.992066,460
Ranger College,76470,32.466916,-98.68041,NULL
Aviation Institute of Maintenance-Houston,77061,29.65852,-95.28262,NULL
Rice University,77005-1827,29.716485,-95.403625,760
Richland College,75243-2199,32.922141,-96.730505,NULL
Brightwood College-McAllen,78503-1625,26.186109,-98.207067,NULL
Saint Edward's University,78704-6489,30.229844,-97.75763,620
St Philip's College,78203-2098,29.41456,-98.452987,NULL
University of St Thomas,77006-4696,29.738113,-95.394178,600
Sam Houston State University,77340,30.7247,-95.5519,550
San Antonio College,78212-3941,29.446415,-98.494234,NULL
San Jacinto Community College,77505,29.660335,-95.115941,NULL
Schreiner University,78028-5697,30.03108,-99.131076,530
Seguin Beauty School-Seguin,78155,29.569092,-97.964447,NULL
St Mary's University,78228,29.451793,-98.564307,560
South Plains College,79336,33.575904,-102.365075,NULL
South Texas Barber College Inc,78415,27.752904,-97.41707,NULL
South Texas College of Law,77002,29.753391,-95.364882,NULL
South Texas Vocational Technical Institute-Weslaco,78599,26.171555,-97.965229,NULL
South Texas Vocational Technical Institute-McAllen,78501,26.233242,-98.242566,NULL
Southern Methodist University,75275-0221,32.845254,-96.784855,690
Southwest School of Business and Technical Careers-San Antonio,78221-0138,29.36776,-98.517333,NULL
Southwest Texas Junior College,78801-6297,29.219676,-99.741245,NULL
Southwestern Assemblies of God University,75165,32.405477,-96.85315,NULL
Southwestern University,78626,30.635194,-97.664637,630
Stephen F Austin State University,75961,31.58562,-94.58546,540
Texas State University,78666,29.889202,-97.936392,560
Southwestern Adventist University,76059,32.397136,-97.328511,510
Southwestern Christian College,75160-4812,32.735778,-96.286747,NULL
Sul Ross State University,79832,30.363418,-103.65007,NULL
Tarleton State University,76401-0000,32.215665,-98.22008,520
Tarrant County College District,76102-6524,32.747501,-97.327948,NULL
Temple College,76504-7435,31.070607,-97.351031,NULL
University of Texas Southwestern Medical Center,75390-9096,32.819539,-96.842311,NULL
The University of Texas Health Science Center at San Antonio,78229-3900,29.504716,-98.57606,NULL
The University of Texas Medical Branch,77555-0129,29.311333,-94.776401,NULL
Texas State Technical College-Waco,76705,31.637387,-97.083675,NULL
Texarkana College,75599,33.441916,-94.078821,NULL
Texas A & M University-Kingsville,78363,27.524852,-97.882342,500
Texas A & M University-College Station,77843-1248,30.613226,-96.340322,640
The University of Texas at Arlington,76013,32.728437,-97.115087,568
The University of Texas at Austin,78712,30.286598,-97.73924,690
The University of Texas at Dallas,75080-3021,32.989432,-96.748371,670
The University of Texas at El Paso,79968-0691,31.771697,-106.50356,NULL
The University of Texas at Tyler,75799-6699,32.314724,-95.249096,560
Texas Chiropractic College Foundation Inc,77505-1699,29.66482,-95.15012,NULL
Texas Christian University,76129,32.709568,-97.361537,630
Texas College,75702,32.374185,-95.312259,NULL
University of North Texas Health Science Center,76107-2699,32.749818,-97.368897,NULL
Texas Lutheran University,78155-5999,29.573274,-97.984601,550
The University of Texas of the Permian Basin,79762-0001,31.889509,-102.329634,540
The University of Texas at San Antonio,78249-1644,29.582418,-98.621386,560
Brightwood College-Houston,77073,29.98361,-95.4125,NULL
Texas Southern University,77004,29.722468,-95.361961,440
Texas Tech University,79409-5005,33.580309,-101.876917,590
Texas Vocational Schools Inc,77901-5625,28.813791,-96.985036,NULL
Texas Wesleyan University,76105-1536,32.733314,-97.279631,520
Texas Woman's University,76201,33.227002,-97.129088,530
Trinity University,78212-7200,29.46286,-98.482577,680
The University of Texas Health Science Center at Houston,77030,29.702873,-95.403183,NULL
Texas State Technical College-Harlingen,78550-3697,26.219333,-97.666348,NULL
Texas State Technical College-West Texas,79556,32.462704,-100.474926,NULL
Texas Tech University Health Sciences Center,79430,33.593227,-101.89359,NULL
Tyler Junior College,75701,32.336015,-95.284129,NULL
Universal Technical Institute of Texas Inc.,77073,29.990492,-95.41212,NULL
University of Cosmetology Arts & Sciences-McAllen,78504,26.268873,-98.219594,NULL
Vernon College,76384-4092,34.159298,-99.319094,NULL
Victoria Beauty College Inc,77901-6233,28.80744,-96.990829,NULL
Victoria College,77901,28.816451,-96.979234,NULL
Vogue College of Cosmetology-McAllen,78501-1945,26.23253,-98.223001,NULL
Wayland Baptist University,79072,34.186673,-101.729564,520
Weatherford College,76086-5699,32.740658,-97.792652,NULL
West Texas A & M University,79016-0001,34.981996,-101.9158,530
Western Texas College,79549,32.678586,-100.914369,NULL
Wharton County Junior College,77488,29.324294,-96.085199,NULL
Wiley College,75670,32.537646,-94.376821,NULL
AmeriTech College-Provo,84604,40.261772,-111.668083,NULL
Bridgerland Applied Technology College,84321,41.756188,-111.850619,NULL
Brigham Young University-Provo,84602,40.250851,-111.649281,690
Brigham Young University-Hawaii,96762-1294,21.641172,-157.925358,580
Broadview University-West Jordan,84088,40.700265,-111.92378,NULL
Cameo College of Essential Beauty,84107,40.644877,-111.888447,NULL
Sherman Kendall Academy-Salt Lake City,84106,40.722523,-111.871625,NULL
Sherman Kendall Academy-Midvale,84047,40.618239,-111.865553,NULL
Davis Applied Technology College,84037-2699,41.028956,-111.925227,NULL
Dixie State University,84770-3876,37.103875,-113.565894,NULL
Evans Hairstyling College-Cedar City,84720,37.679851,-113.064394,NULL
Evans Hairstyling College-St George,84770,37.108487,-113.56287,NULL
Paul Mitchell the School-Salt Lake City,84117,40.666682,-111.835864,NULL
Eagle Gate College-Murray,84123-6965,40.649984,-111.903609,NULL
ITT Technical Institute-Murray,84123,40.674978,-111.917405,NULL
Latter-day Saints Business College,84101-3500,40.771022,-111.900382,NULL
Everest College-Salt Lake City,84119-2632,40.697058,-111.969493,NULL
Ogden-Weber Applied Technology College,84404-4089,41.263419,-111.96314,NULL
Snow College,84627,39.361112,-111.581543,NULL
Southern Utah University,84720,37.674617,-113.070146,570
Stevens-Henager College,84401,41.232847,-112.011617,NULL
Stevens-Henager College,84058,40.269691,-111.713264,NULL
Uintah Basin Applied Technology College,84066,40.300205,-109.9771,NULL
Utah State University,84322-1400,41.740748,-111.81391,590
Utah Valley University,84058-5999,40.278512,-111.717058,NULL
Salt Lake Community College,84123,40.671575,-111.942809,NULL
University of Utah,84112-9008,40.762484,-111.846044,640
Weber State University,84408-1031,41.192021,-111.948388,NULL
Westminster College,84105,40.731495,-111.855553,620
Bennington College,05201-6003,42.92004,-73.237498,NULL
Burlington College,5401,44.49116,-73.228261,NULL
Castleton University,5735,43.607982,-73.181486,530
Champlain College,5401,44.47295,-73.204354,630
Community College of Vermont,05404-2245,44.491497,-73.181863,NULL
Goddard College,05667-9432,44.27912,-72.437252,NULL
Green Mountain College,05764-1199,43.517134,-73.241107,NULL
Johnson State College,05656-9464,44.641736,-72.671154,530
Lyndon State College,05851-0919,44.53433,-72.024563,530
Marlboro College,05344-0300,42.839603,-72.736552,NULL
Middlebury College,5753,44.009117,-73.176068,730
New England Culinary Institute,5602,44.261202,-72.55937,NULL
Norwich University,05663-1035,44.139402,-72.660129,580
O'Briens Aveda Institute,05403-7747,44.433754,-73.210065,NULL
Saint Michael's College,5439,44.494212,-73.163136,NULL
SIT Graduate Institute,05302-0676,42.891035,-72.56738,NULL
College of St Joseph,05701-3899,43.599777,-73.007033,NULL
Southern Vermont College,05201-6002,42.867031,-73.21866,470
Sterling College,05827-0072,44.65225,-72.382372,NULL
Vermont Law School,05068-0096,43.821797,-72.52207,NULL
Vermont Technical College,05061-0500,43.939321,-72.605179,NULL
University of Vermont,05405-0160,44.479262,-73.198128,640
Bar Palma Beauty Careers Academy,24014,37.237643,-79.968854,NULL
Advanced Technology Institute,23462,36.841029,-76.182939,NULL
Averett University,24541,36.577273,-79.413214,510
Blue Ridge Community College,24486-0080,38.279582,-78.939038,NULL
Bluefield College,24605,37.245681,-81.244879,510
Bridgewater College,22812-1599,38.378391,-78.969011,570
College of William and Mary,23187-8795,37.271997,-76.709417,730
Regent University,23464,36.800929,-76.192844,610
Central School of Practical Nursing,23502,36.869409,-76.209528,NULL
Central Virginia Community College,24502-2498,37.358895,-79.184391,NULL
Christopher Newport University,23606-3072,37.059919,-76.488408,630
Suffolk Beauty Academy,23434-3020,36.73951,-76.563928,NULL
Bryant & Stratton College-Virginia Beach,23462,36.82779,-76.138144,NULL
Bryant & Stratton College-Richmond,23235,37.460414,-77.542139,NULL
Jefferson College of Health Sciences,24013,37.26608,-79.939931,NULL
Dabney S Lancaster Community College,24422-1000,37.812546,-79.85179,NULL
Danville Community College,24541-4004,36.565714,-79.40855,NULL
Eastern Virginia Medical School,23507,36.861681,-76.300768,NULL
Centura College-Virginia Beach,23452-7431,36.837641,-76.064503,NULL
Emory & Henry College,24327-0947,36.772543,-81.831737,565
Eastern Mennonite University,22802-2462,38.478611,-78.876077,560
Eastern Shore Community College,23410,37.64046,-75.750802,NULL
Ferrum College,24088-9000,36.926648,-80.020864,460
George Mason University,22030-4444,38.83088,-77.30794,620
Germanna Community College,22508-2102,38.375556,-77.780132,NULL
Hampden-Sydney College,23943-0128,37.242482,-78.461371,600
Hampton University,23668-0099,37.0199,-76.331108,550
Hollins University,24020,37.354629,-79.942196,630
J Sargeant Reynolds Community College,23228-2327,37.637415,-77.472958,NULL
James Madison University,22807,38.435332,-78.871663,610
John Tyler Community College,23831-5316,37.346261,-77.407937,NULL
Everest College-Newport News,23606,37.084342,-76.46524,NULL
Liberty University,24515,37.350345,-79.179688,590
Longwood University,23909,37.301073,-78.395789,550
Lord Fairfax Community College,22645,39.036001,-78.267325,NULL
Lynchburg College,24501-3113,37.397678,-79.184153,550
Centra College of Nursing,24501,37.4051,-79.174101,NULL
Mary Baldwin College,24401,38.155724,-79.067741,560
University of Mary Washington,22401-5300,38.302206,-77.474392,610
Marymount University,22207-4224,38.905552,-77.128799,550
Danville Regional Medical Center School of Health Professions,24541,36.578155,-79.405414,NULL
Mountain Empire Community College,24219,36.855116,-82.758482,NULL
American National University,24153,37.299714,-80.023597,NULL
New River Community College,24084-1127,37.105229,-80.696055,NULL
Sentara College of Health Sciences,23320,36.777001,-76.242722,NULL
Tidewater Tech-Trades,23502,36.872864,-76.219925,NULL
Norfolk State University,23504-8000,36.848262,-76.26393,480
Northern Virginia Community College,22003-3796,38.834039,-77.236679,NULL
Old Dominion University,23529,36.884919,-76.309653,560
Patrick Henry Community College,24112,36.7379,-79.871136,NULL
Paul D Camp Community College,23851,36.674535,-76.937572,NULL
Southside Regional Medical Center Professional Schools,23834,37.26768,-77.400021,NULL
Miller-Motte Technical College-Lynchburg,24502,37.375746,-79.226263,NULL
Piedmont Virginia Community College,22902-7589,38.006902,-78.48371,NULL
Radford University,24142,37.136914,-80.549731,530
Sylvain Melloul International Hair Academy,24502-2652,37.36503,-79.178601,NULL
Randolph-Macon College,23005-5505,37.749654,-77.472253,600
Randolph College,24503-1555,37.437429,-79.17079,600
Rappahannock Community College,23149-2616,37.564433,-76.623915,NULL
Fortis College-Norfolk,23502-4101,36.84706,-76.18583,NULL
Richard Bland College of the College of William and Mary,23805,37.149331,-77.414211,NULL
Bon Secours Memorial College of Nursing,23227-1149,37.646876,-77.433191,NULL
University of Richmond,23173,37.577625,-77.538702,710
Riverside College of Health Careers,23601,37.035234,-76.456345,NULL
Roanoke College,24153-3794,37.29686,-80.056433,610
Bon Secours St Mary's Hospital School of Medical Imaging,23227,37.646799,-77.433133,NULL
Shenandoah University,22601-5195,39.166058,-78.158376,550
Southern Virginia University,24416,37.740669,-79.350296,580
Southside Virginia Community College,23821,36.839073,-77.917964,NULL
Southwest Virginia Community College,24641-1101,37.006196,-81.796682,NULL
Springfield Beauty Academy,22003,38.831881,-77.196365,NULL
Staunton School of Cosmetology,24401-4323,38.149493,-79.070618,NULL
Strayer University-Virginia,22201,38.8909,-77.085101,NULL
Sweet Briar College,24595-9998,37.556317,-79.079735,600
Thomas Nelson Community College,23666,37.063654,-76.418615,NULL
Tidewater Community College,23510,36.850635,-76.289669,NULL
Union Presbyterian Seminary,23227,37.578935,-77.449317,NULL
The University of Virginia's College at Wise,24293-4400,36.971468,-82.558728,530
Virginia Highlands Community College,24212-0828,36.699275,-82.001304,NULL
Virginia Polytechnic Institute and State University,24061-0131,37.228572,-80.423229,640
Virginia Western Community College,24015,37.245648,-79.973133,NULL
Virginia Commonwealth University,23284-2512,37.547631,-77.453597,610
University of Virginia-Main Campus,22903-2628,38.037796,-78.505153,720
Virginia Military Institute,24450-0304,37.790644,-79.435737,630
Virginia School of Hair Design,23669,37.025306,-76.346427,NULL
Virginia University of Lynchburg,24501,37.395135,-79.151518,NULL
Virginia State University,23806,37.236453,-77.419886,460
Virginia Union University,23220,37.561864,-77.450954,430
Virginia Wesleyan College,23502-5599,36.868417,-76.18606,550
Wards Corner Beauty Academy-Norfolk,23505-3700,36.912397,-76.255297,NULL
Washington and Lee University,24450-2116,37.787832,-79.445724,730
Sanford-Brown College-Tysons Corner,22102-4301,38.91927,-77.211911,NULL
Washington County Adult Skill Center,24210,36.719667,-81.949929,NULL
Wilson Workforce and Rehabilitation Center,22939-1500,38.117932,-78.991262,NULL
Wytheville Community College,24382-3308,36.957732,-81.070595,NULL
Beauty Academy,98801,47.421736,-120.309427,NULL
The Art Institute of Seattle,98121-1622,47.61222,-122.348573,NULL
